"","OTU","Sample","Abundance","host_disease","author","host_subtype","Kingdom","Phylum","Class","Order","Family","Genus"
"2591","ASV667","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2592","ASV667","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2593","ASV667","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2594","ASV667","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2595","ASV667","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2596","ASV667","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2597","ASV667","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2598","ASV667","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2599","ASV667","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2600","ASV667","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2601","ASV667","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2602","ASV667","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2603","ASV667","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2604","ASV667","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2605","ASV667","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2606","ASV667","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2607","ASV667","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2608","ASV667","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2609","ASV667","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2610","ASV667","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae","Defluviitaleaceae_UCG-011"
"2611","ASV669","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2612","ASV669","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2613","ASV669","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2614","ASV669","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2615","ASV669","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2616","ASV669","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2617","ASV669","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2618","ASV669","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2619","ASV669","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2620","ASV669","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2621","ASV669","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2622","ASV669","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2623","ASV669","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2624","ASV669","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2625","ASV669","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2626","ASV669","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2628","ASV669","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2629","ASV669","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2630","ASV669","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2631","ASV669","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2632","ASV669","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2633","ASV669","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2634","ASV669","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2635","ASV669","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2636","ASV669","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2637","ASV669","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2638","ASV669","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2639","ASV669","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2640","ASV669","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae","Sanguibacteroides"
"2641","ASV675","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2642","ASV675","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2643","ASV675","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2644","ASV675","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2645","ASV675","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2646","ASV675","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2647","ASV675","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2648","ASV675","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2649","ASV675","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2650","ASV675","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2651","ASV675","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2652","ASV675","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2653","ASV675","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2654","ASV675","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2655","ASV675","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2656","ASV675","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2657","ASV675","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2658","ASV675","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2659","ASV675","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2660","ASV675","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2661","ASV675","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2662","ASV675","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2664","ASV675","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2665","ASV675","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2666","ASV675","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2667","ASV675","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2668","ASV675","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2669","ASV675","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2670","ASV675","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerostignum"
"2671","ASV679","SRR7282506",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2672","ASV679","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2673","ASV679","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2675","ASV679","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2676","ASV679","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2677","ASV679","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2678","ASV679","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2679","ASV679","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2680","ASV679","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2681","ASV679","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2682","ASV679","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2683","ASV679","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2684","ASV679","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2685","ASV679","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2686","ASV679","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2687","ASV679","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2688","ASV679","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2689","ASV679","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2690","ASV679","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2691","ASV679","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2692","ASV679","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2693","ASV679","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2694","ASV679","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2695","ASV679","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2696","ASV679","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2697","ASV679","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2698","ASV679","SRR7282487",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2699","ASV679","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2700","ASV679","SRR7282518",0,"Healthy","Zhuang","HC","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Family_XIII_AD3011_group"
"2701","ASV684","SRR7282489",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2702","ASV684","SRR7282483",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2703","ASV684","SRR7282482",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2704","ASV684","SRR7282505",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2705","ASV684","SRR7282485",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2706","ASV684","SRR7282519",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2707","ASV684","SRR7282523",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2708","ASV684","SRR7282526",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2709","ASV684","SRR7282520",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2710","ASV684","SRR7282504",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2711","ASV684","SRR7282524",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2712","ASV684","SRR7282490",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2713","ASV684","SRR7282484",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2714","ASV684","SRR7282491",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2715","ASV684","SRR7282509",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2716","ASV684","SRR7282525",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2717","ASV684","SRR7282510",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2718","ASV684","SRR7282522",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2720","ASV684","SRR7282503",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2721","ASV684","SRR7282507",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2722","ASV684","SRR7282486",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2723","ASV684","SRR7282511",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2724","ASV684","SRR7282521",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2725","ASV684","SRR7282508",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2726","ASV684","SRR7282517",0,"Healthy","Zhuang","HC","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2727","ASV684","SRR7282502",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
"2728","ASV684","SRR7282488",0,"IBS","Zhuang","IBS-D","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Pyramidobacter"
